Name;Edition;Qty;Rarity;Color;Cost;Type;P/T;Text;Comment
Claustrophobia;ISD;6;C;U;1UU;Enchantment - Aura;;"Enchant creature
When Claustrophobia enters the battlefield, tap enchanted creature.
Enchanted creature doesnﾒt untap during its controllerﾒs untap step.";
Zephyr Charge;M14;14;C;U;1U;Enchantment;;%1%U: Target creature gains flying until end of turn.;
Chronic Flooding;RTR;4;C;U;1U;Enchantment - Aura;;"Enchant land
Whenever enchanted land becomes tapped, its controller puts the top three cards of his or her library into his or her graveyard.";
Sensory Deprivation;M14;12;C;U;U;Enchantment - Aura;;"Enchant creature
Enchanted creature gets -3/-0.";
Windreader Sphinx;M14;1;M;U;5UU;Creature - Sphinx;3/7;"Flying
Whenever a creature with flying attacks, you may draw a card.";
Vedalken Entrancer;RAV;1;C;U;3U;Creature - Vedalken Wizard;1/4;%U, %T: Target player puts the top two cards of his or her library into his or her graveyard.;
Tidebinder Mage;M14;1;R;U;UU;Creature - Merfolk Wizard;2/2;When Tidebinder Mage enters the battlefield, tap target red or green creature an opponent controls. That creature doesnﾒt untap during its controllerﾒs untap step for as long as you control Tidebinder Mage.;
Seacoast Drake;M14;2;C;U;1U;Creature - Drake;1/3;Flying;
Grim Return;M14;5;R;B;2B;Instant;;Choose target creature card in a graveyard that was put there from the battlefield this turn. Put that card onto the battlefield under your control.;
Doom Blade;CMD;7;C;B;1B;Instant;;Destroy target nonblack creature.;
Altar's Reap;ISD;7;C;B;1B;Instant;;"As an additional cost to cast Altarﾒs Reap, sacrifice a creature.
Draw two cards.";
Wring Flesh;M12;14;C;B;B;Instant;;Target creature gets -3/-1 until end of turn.;
Vile Rebirth;M13;15;C;B;B;Instant;;Exile target creature card from a graveyard. Put a 2/2 black Zombie creature token onto the battlefield.;
Absorb Vis;MMA;4;C;B;6B;Sorcery;;"Target player loses 4 life and you gain 4 life.
Basic landcycling %1%B #(%1%B, Discard this card: Search your library for a basic land card, reveal it, and put it into your hand. Then shuffle your library.)#";
Corrupt;SHM;5;U;B;5B;Sorcery;;Corrupt deals damage equal to the number of Swamps you control to target creature or player. You gain life equal to the damage dealt this way.;
Liturgy of Blood;M14;5;C;B;3BB;Sorcery;;Destroy target creature. Add %B%B%B to your mana pool.;
Diabolic Tutor;M11;2;U;B;2BB;Sorcery;;Search your library for a card and put that card into your hand. Then shuffle your library.;
Syphon Life;EVE;4;U;B;1BB;Sorcery;;"Target player loses 2 life and you gain 2 life.
Retrace #(You may cast this card from your graveyard by discarding a land card in addition to paying its other costs.)#";
Mind Rot;10E;7;C;B;2B;Sorcery;;Target player discards two cards.;
Warren Weirding;MMA;2;C;B;1B;Tribal Sorcery - Goblin;;Target player sacrifices a creature. If a Goblin is sacrificed this way, that player puts two 1/1 black Goblin Rogue creature tokens onto the battlefield, and those tokens gain haste until end of turn.;
Shrivel;M14;7;C;B;1B;Sorcery;;All creatures get -1/-1 until end of turn.;
Raven's Crime;MMA;4;C;B;B;Sorcery;;"Target player discards a card.
Retrace #(You may cast this card from your graveyard by discarding a land card in addition to paying its other costs.)#";
Duress;M14;7;C;B;B;Sorcery;;Target opponent reveals his or her hand. You choose a noncreature, nonland card from it. That player discards that card.;
Mark of the Vampire;DDK;3;C;B;3B;Enchantment - Aura;;"Enchant creature
Enchanted creature gets +2/+2 and has lifelink. #(Damage dealt by the creature also causes its controller to gain that much life.)#";
Quag Sickness;M11;14;C;B;2B;Enchantment - Aura;;"Enchant creature
Enchanted creature gets -1/-1 for each Swamp you control.";
Dark Favor;M14;7;C;B;1B;Enchantment - Aura;;"Enchant creature
When Dark Favor enters the battlefield, you lose 1 life.
Enchanted creature gets +3/+1.";
Artificer's Hex;M14;6;U;B;B;Enchantment - Aura;;"Enchant Equipment
At the beginning of your upkeep, if enchanted Equipment is attached to a creature, destroy that creature.";
Liliana's Reaver;M14;2;R;B;2BB;Creature - Zombie;4/3;"Deathtouch #(Any amount of damage this deals to a creature is enough to destroy it.)#
Whenever Lilianaﾒs Reaver deals combat damage to a player, that player discards a card and you put a 2/2 black Zombie creature token onto the battlefield tapped.";
Lifebane Zombie;M14;1;R;B;1BB;Creature - Zombie Warrior;3/1;"Intimidate #(This creature canﾒt be blocked except by artifact creatures and/or creatures that share a color with it.)#
When Lifebane Zombie enters the battlefield, target opponent reveals his or her hand. You choose a green or white creature card from it and exile that card.";
Volcanic Geyser;6E;10;U;R;XRR;Instant;;Volcanic Geyser deals X damage to target creature or player.;
Fiery Fall;MMA;2;C;R;5R;Instant;;"Fiery Fall deals 5 damage to target creature.
Basic landcycling %1%R #(%1%R, Discard this card: Search your library for a basic land card, reveal it, and put it into your hand. Then shuffle your library.)#";
Wild Ricochet;M14;2;R;R;2RR;Instant;;You may choose new targets for target instant or sorcery spell. Then copy that spell. You may choose new targets for the copy.;
Chandra's Outrage;M12;7;C;R;2RR;Instant;;Chandraﾒs Outrage deals 4 damage to target creature and 2 damage to that creatureﾒs controller.;
Torrent of Stone;MMA;2;C;R;3R;Instant - Arcane;;"Torrent of Stone deals 4 damage to target creature.
Splice onto ArcaneﾗSacrifice two Mountains. #(As you cast an Arcane spell, you may reveal this card from your hand and pay its splice cost. If you do, add this cardﾒs effects to that spell.)#";
Reverberate;M13;5;R;R;RR;Instant;;Copy target instant or sorcery spell. You may choose new targets for the copy.;
Thunder Strike;M11;14;C;R;1R;Instant;;Target creature gets +2/+0 and gains first strike until end of turn. #(It deals combat damage before creatures without first strike.)#;
Sudden Shock;MMA;4;U;R;1R;Instant;;"Split second #(As long as this spell is on the stack, players canﾒt cast spells or activate abilities that arenﾒt mana abilities.)#
Sudden Shock deals 2 damage to target creature or player.";
Fury Charm;PLC;3;C;R;1R;Instant;;"Choose one ﾗ Destroy target artifact; or target creature gets +1/+1 and gains trample until end of turn; or remove two time counters from target permanent or suspended card.";
Smelt;M14;9;C;R;R;Instant;;Destroy target artifact.;
Shock;BD;7;C;R;R;Instant;;Shock deals 2 damage to target creature or player.;
Blaze;HOP;2;U;R;XR;Sorcery;;Blaze deals X damage to target creature or player.;
Lava Axe;M11;9;C;R;4R;Sorcery;;Lava Axe deals 5 damage to target player.;
Empty the Warrens;TSP;2;C;R;3R;Sorcery;;"Put two 1/1 red Goblin creature tokens onto the battlefield.
Storm #(When you cast this spell, copy it for each spell cast before it this turn.)#";
Demolish;9E;13;U;R;3R;Sorcery;;Destroy target artifact or land.;
Molten Birth;M14;8;U;R;1RR;Sorcery;;Put two 1/1 red Elemental creature tokens onto the battlefield. Then flip a coin. If you win the flip, return Molten Birth to its ownerﾒs hand.;
Rift Bolt;FNM;2;;R;2R;Sorcery;;"Rift Bolt deals 3 damage to target creature or player.
Suspend 1ﾗ%R #(Rather than cast this card from your hand, you may pay %R and exile it with a time counter on it. At the beginning of your upkeep, remove a time counter. When the last is removed, cast it without paying its mana cost.)#";
Flames of the Firebrand;M14;2;U;R;2R;Sorcery;;Flames of the Firebrand deals 3 damage divided as you choose among one, two, or three target creatures and/or players.;
Act of Treason;GTC;17;C;R;2R;Sorcery;;Gain control of target creature until end of turn. Untap that creature. It gains haste until end of turn.;
Wild Guess;M14;6;C;R;RR;Sorcery;;"As an additional cost to cast Wild Guess, discard a card.
Draw two cards.";
Seismic Stomp;M14;18;C;R;1R;Sorcery;;Creatures without flying canﾒt block this turn.;
Grapeshot;MMA;6;C;R;1R;Sorcery;;"Grapeshot deals 1 damage to target creature or player.
Storm #(When you cast this spell, copy it for each spell cast before it this turn. You may choose new targets for the copies.)#";
Shiv's Embrace;US;4;U;R;2RR;Enchantment - Aura;;"Enchant creature
Enchanted creature gets +2/+2 and has flying.
%R: Enchanted creature gets +1/+0 until end of turn.";
Pyromancer's Swath;FUT;4;R;R;2R;Enchantment;;"If an instant or sorcery source you control would deal damage to a creature or player, it deals that much damage plus 2 to that creature or player instead.
At the beginning of each end step, discard your hand.";
Lightning Talons;M14;7;C;R;2R;Enchantment - Aura;;"Enchant creature
Enchanted creature gets +3/+0 and has first strike. #(It deals combat damage before creatures without first strike.)#";
Barrage of Expendables;M14;7;U;R;R;Enchantment;;%R, Sacrifice a creature: Barrage of Expendables deals 1 damage to target creature or player.;
Shivan Dragon;DPA;1;R;R;4RR;Creature - Dragon;5/5;"Flying
%R: Shivan Dragon gets +1/+0 until end of turn.";
Cyclops Gladiator;M11;3;R;R;1RRR;Creature - Cyclops Warrior;4/4;Whenever Cyclops Gladiator attacks, you may have it deal damage equal to its power to target creature defending player controls. If you do, that creature deals damage equal to its power to Cyclops Gladiator.;
Goblin King;9E;1;R;R;1RR;Creature - Goblin;2/2;Other Goblin creatures get +1/+1 and have mountainwalk. #(They canﾒt be blocked as long as defending player controls a Mountain.)#;
Goblin Archaeologist;DS;1;U;R;1R;Creature - Goblin Artificer;1/2;%R, %T: Flip a coin. If you win the flip, destroy target artifact and untap Goblin Archaeologist. If you lose the flip, sacrifice Goblin Archaeologist.;
Windstorm;M14;4;U;G;XG;Instant;;Windstorm deals X damage to each creature with flying.;
Sylvan Bounty;CFX;4;C;G;5G;Instant;;"Target player gains 8 life.
Basic landcycling %1%G #(%1%G, Discard this card: Search your library for a basic land card, reveal it, and put it into your hand. Then shuffle your library.)#";
Reach of Branches;MOR;2;R;G;4G;Tribal Instant - Treefolk;;"Put a 2/5 green Treefolk Shaman creature token onto the battlefield.
Whenever a Forest enters the battlefield under your control, you may return Reach of Branches from your graveyard to your hand.";
Plummet;M13;16;C;G;1G;Instant;;Destroy target creature with flying.;
Naturalize;9E;14;C;G;1G;Instant;;Destroy target artifact or enchantment.;
Echoing Courage;DS;2;C;G;1G;Instant;;Target creature and all other creatures with the same name as that creature get +2/+2 until end of turn.;
Savage Summoning;M14;2;R;G;G;Instant;;"Savage Summoning canﾒt be countered.
The next creature card you cast this turn can be cast as though it had flash. That spell canﾒt be countered. That creature enters the battlefield with an additional +1/+1 counter on it.";
Ranger's Guile;ISD;7;C;G;G;Instant;;Target creature you control gets +1/+1 and gains hexproof until end of turn. #(It canﾒt be the target of spells or abilities your opponents control.)#;
Giant Growth;MPR;8;;G;G;Instant;;Target creature gets +3/+3 until end of turn.;
Fog;5E;17;C;G;G;Instant;;Prevent all combat damage that would be dealt this turn.;
Howl of the Night Pack;M14;2;U;G;6G;Sorcery;;Put a 2/2 green Wolf creature token onto the battlefield for each Forest you control.;
Incremental Growth;LRW;6;U;G;3GG;Sorcery;;Put a +1/+1 counter on target creature, two +1/+1 counters on another target creature, and three +1/+1 counters on a third target creature.;
Enlarge;M14;6;U;G;3GG;Sorcery;;Target creature gets +7/+7 and gains trample until end of turn. It must be blocked this turn if able. #(If a creature with trample would assign enough damage to its blockers to destroy them, you may have it assign the rest of its damage to defending player or planeswalker.)#;
Bramblecrush;ISD;2;U;G;2GG;Sorcery;;Destroy target noncreature permanent.;
Hunt the Weak;M14;13;C;G;3G;Sorcery;;Put a +1/+1 counter on target creature you control. Then that creature fights target creature you donﾒt control. #(Each deals damage equal to its power to the other.)#;
Lay of the Land;AP;9;C;G;G;Sorcery;;Search your library for a basic land card, reveal it, put it into your hand, then shuffle your library.;
Doubling Season;RAV;2;R;G;4G;Enchantment;;"If an effect would put one or more tokens onto the battlefield under your control, it puts twice that many of those tokens onto the battlefield instead.
If an effect would place one or more counters on a permanent you control, it places twice that many of those counters on that permanent instead.";
Into the Wilds;M14;2;R;G;3G;Enchantment;;At the beginning of your upkeep, look at the top card of your library. If itﾒs a land card, you may put it onto the battlefield.;
Verdant Haven;GTC;7;C;G;2G;Enchantment - Aura;;"Enchant land
When Verdant Haven enters the battlefield, you gain 2 life.
Whenever enchanted land is tapped for mana, its controller adds one mana of any color to his or her mana pool #(in addition to the mana the land produces)#.";
Trollhide;M12;3;C;G;2G;Enchantment - Aura;;"Enchant creature
Enchanted creature gets +2/+2 and has ﾓ%1%G: Regenerate this creature.ﾔ #(The next time the creature would be destroyed this turn, it isnﾒt. Instead tap it, remove all damage from it, and remove it from combat.)#";
Garruk's Horde;M14;2;R;G;5GG;Creature - Beast;7/7;"Trample 
Play with the top card of your library revealed.
You may cast the top card of your library if itﾒs a creature card. #(Do this only any time you could cast that creature card. You still pay the spellﾒs costs.)#";
Nantuko Blightcutter;TO;0;R;G;2G;Creature - Insect Druid;2/2;"Protection from black
#Threshold# ﾗ Nantuko Blightcutter gets +1/+1 for each black permanent your opponents control as long as seven or more cards are in your graveyard.";
Mind Funeral;ARB;1;U;Gld;1UB;Sorcery;;Target opponent reveals cards from the top of his or her library until four land cards are revealed. That player puts all cards revealed this way into his or her graveyard.;
Ring of Three Wishes;M14;1;M;Art;5;Artifact;;"Ring of Three Wishes enters the battlefield with three wish counters on it.
%5, %T, Remove a wish counter from Ring of Three Wishes: Search your library for a card and put that card into your hand. Then shuffle your library.";
Rod of Ruin;8E;2;U;Art;4;Artifact;;%3, %T: Rod of Ruin deals 1 damage to target creature or player.;
