Comment,Name,Color,Text,P/T,Rarity,Edition,Cost,Stars,Qty,Type
,Cenn's Enlistment,W,"Put two 1/1 white Kithkin Soldier creature tokens onto the battlefield.
Retrace #(You may cast this card from your graveyard by discarding a land card in addition to paying its other costs.)#",,C,EVE,3W,3.062,6,Sorcery
,Solemn Offering,W,Destroy target artifact or enchantment. You gain 4 life.,,C,M11,2W,2.833,13,Sorcery
,Hive Stirrings,W,Put two 1/1 colorless Sliver creature tokens onto the battlefield.,,C,M14,2W,3.281,4,Sorcery
,Indestructibility,W,"Enchant permanent
Enchanted permanent has indestructible. #(Effects that say ﾓdestroyﾔ donﾒt destroy that permanent. A creature with indestructible canﾒt be destroyed by damage.)#",,R,M14,3W,3.643,2,Enchantment - Aura
,Angelic Accord,W,"At the beginning of each end step, if you gained 4 or more life this turn, put a 4/4 white Angel creature token with flying onto the battlefield.",,U,M14,3W,3.600,7,Enchantment
,Path of Bravery,W,"As long your life total is greater than or equal to your starting life total, creatures you control get +1/+1.Whenever one or more creatures you control attack, you gain life equal to the number of attacking creatures.",,R,M14,2W,3.671,3,Enchantment
,Blessing,W,"Enchant creature
%W: Enchanted creature gets +1/+1 until end of turn.",,R,A,WW,3.153,3,Enchantment - Aura
,Pacifism,W,"Enchant creature
Enchanted creature canﾒt attack or block.",,C,9E,1W,5,5,Enchantment - Aura
,Divine Favor,W,"Enchant creature
When Divine Favor enters the battlefield, you gain 3 life.
Enchanted creature gets +1/+3.",,C,M14,1W,2.167,6,Enchantment - Aura
,Amrou Seekers,W,Amrou Seekers canﾒt be blocked except by artifact creatures and/or white creatures.,2/2,C,TSP,2W,3.294,1,Creature - Kithkin Rebel
,Griffin Sentinel,W,"Flying
Vigilance #(Attacking doesnﾒt cause this creature to tap.)#",1/3,C,M12,2W,3.400,10,Creature - Griffin
,Intrepid Hero,W,%T: Destroy target creature with power 4 or greater.,1/1,R,8E,2W,4.210,1,Creature - Human Soldier
,Shimmering Grotto,Lnd,"%T: Add %1 to your mana pool.
%1, %T: Add one mana of any color to your mana pool.",,C,PC2,,3.069,4,Land
,Logic Knot,U,"Delve #(Each card you exile from your graveyard while casting this spell pays for %1.)#
Counter target spell unless its controller pays %X.",,C,MMA,XUU,3.794,4,Instant
,Spell Blast,U,"Counter target spell with converted mana cost X. #(For example, if that spellﾒs mana cost is %3%U%U, X is 5.)#",,C,4E,XU,5,8,Instant
,Opportunity,U,Target player draws four cards.,,U,M14,4UU,4.206,2,Instant
,Traumatic Visions,U,"Counter target spell.
Basic landcycling %1%U #(%1%U, Discard this card: Search your library for a basic land card, reveal it, and put it into your hand. Then shuffle your library.)#",,C,MMA,3UU,5,4,Instant
,Cancel,U,Counter target spell.,,C,TSP,1UU,2.700,15,Instant
,Thirst for Knowledge,U,Draw three cards. Then discard two cards unless you discard an artifact card.,,U,MR,2U,4.554,2,Instant
,Frost Breath,U,Tap up to two target creatures. Those creatures donﾒt untap during their controllerﾒs next untap step.,,C,M14,2U,3.417,8,Instant
,Erratic Mutation,U,"Choose target creature. Reveal cards from the top of your library until you reveal a nonland card. That creature gets +X/-X until end of turn, where X is that cardﾒs converted mana cost. Put all cards revealed this way on the bottom of your library in any order.",,C,MMA,2U,2.357,2,Instant
,Perilous Research,U,"Draw two cards, then sacrifice a permanent.",,U,CS,1U,3.935,6,Instant
,Peer Through Depths,U,Look at the top five cards of your library. You may reveal an instant or sorcery card from among them and put it into your hand. Put the rest on the bottom of your library in any order.,,C,MMA,1U,3.654,2,Instant - Arcane
,Negate,U,Counter target noncreature spell.,,C,M10,1U,5,10,Instant
,Essence Scatter,U,Counter target creature spell.,,C,M14,1U,3.527,14,Instant
,Echoing Truth,U,Return target nonland permanent and all other permanents with the same name as that permanent to their ownersﾒ hands.,,C,DS,1U,4.524,4,Instant
,Disperse,U,Return target nonland permanent to its ownerﾒs hand.,,C,M14,1U,5,9,Instant
,Quicken,U,"The next sorcery card you cast this turn can be cast as though it had flash. #(It can be cast any time you could cast an instant.)#
Draw a card.",,R,GP,U,4.148,6,Instant
,Increasing Confusion,U,"Target player puts the top X cards of his or her library into his or her graveyard. If Increasing Confusion was cast from a graveyard, that player puts twice that many cards into his or her graveyard instead.
Flashback %X%U #(You may cast this card from your graveyard for its flashback cost. Then exile it.)#",,R,DKA,XU,3.587,4,Sorcery
,Traumatize,U,"Target player puts the top half of his or her library, rounded down, into his or her graveyard.",,R,M14,3UU,3.856,4,Sorcery
,Time Ebb,U,Put target creature on top of its ownerﾒs library.,,,S00,2U,5,12,Sorcery
,Glimpse the Future,U,Look at the top three cards of your library. Put one of them into your hand and the rest into your graveyard.,,U,M14,2U,1.315,4,Sorcery
,Divination,U,Draw two cards.,,C,M13,2U,3.125,18,Sorcery
,Tome Scour,U,Target player puts the top five cards of his or her library into his or her graveyard.,,C,M14,U,3.312,9,Sorcery
,Take Possession,U,"Split second #(As long as this spell is on the stack, players canﾒt cast spells or activate abilities that arenﾒt mana abilities.)#
Enchant permanent
You control enchanted permanent.",,U,MMA,5UU,3.947,2,Enchantment - Aura
,Dismiss into Dream,U,"Each creature your opponents control is an Illusion in addition to its other types and has ﾓWhen this creature becomes the target of a spell or ability, sacrifice it.ﾔ",,R,M14,6U,3.642,2,Enchantment
,Illusionary Armor,U,"Enchant creature
Enchanted creature gets +4/+4.
When enchanted creature becomes the target of a spell or ability, sacrifice Illusionary Armor.",,U,M14,4U,1.329,6,Enchantment - Aura
,Domestication,U,"Enchant creature
You control enchanted creature.
At the beginning of your end step, if enchanted creatureﾒs power is 4 or greater, sacrifice Domestication.",,U,ROE,2UU,2.356,1,Enchantment - Aura
,Claustrophobia,U,"Enchant creature
When Claustrophobia enters the battlefield, tap enchanted creature.
Enchanted creature doesnﾒt untap during its controllerﾒs untap step.",,C,ISD,1UU,5,6,Enchantment - Aura
,Zephyr Charge,U,%1%U: Target creature gains flying until end of turn.,,C,M14,1U,3.554,14,Enchantment
,Chronic Flooding,U,"Enchant land
Whenever enchanted land becomes tapped, its controller puts the top three cards of his or her library into his or her graveyard.",,C,RTR,1U,2.661,4,Enchantment - Aura
,Sensory Deprivation,U,"Enchant creature
Enchanted creature gets -3/-0.",,C,M14,U,2.167,12,Enchantment - Aura
,Windreader Sphinx,U,"Flying
Whenever a creature with flying attacks, you may draw a card.",3/7,M,M14,5UU,3.590,1,Creature - Sphinx
,Vedalken Entrancer,U,"%U, %T: Target player puts the top two cards of his or her library into his or her graveyard.",1/4,C,RAV,3U,1.895,1,Creature - Vedalken Wizard
,Tidebinder Mage,U,"When Tidebinder Mage enters the battlefield, tap target red or green creature an opponent controls. That creature doesnﾒt untap during its controllerﾒs untap step for as long as you control Tidebinder Mage.",2/2,R,M14,UU,3.736,1,Creature - Merfolk Wizard
,Seacoast Drake,U,Flying,1/3,C,M14,1U,3.670,2,Creature - Drake
,Grim Return,B,Choose target creature card in a graveyard that was put there from the battlefield this turn. Put that card onto the battlefield under your control.,,R,M14,2B,3.594,5,Instant
,Doom Blade,B,Destroy target nonblack creature.,,C,CMD,1B,4.363,7,Instant
,Altar's Reap,B,"As an additional cost to cast Altarﾒs Reap, sacrifice a creature.
Draw two cards.",,C,ISD,1B,3.917,7,Instant
,Wring Flesh,B,Target creature gets -3/-1 until end of turn.,,C,M12,B,3.104,14,Instant
,Vile Rebirth,B,Exile target creature card from a graveyard. Put a 2/2 black Zombie creature token onto the battlefield.,,C,M13,B,3.569,15,Instant
,Absorb Vis,B,"Target player loses 4 life and you gain 4 life.
Basic landcycling %1%B #(%1%B, Discard this card: Search your library for a basic land card, reveal it, and put it into your hand. Then shuffle your library.)#",,C,MMA,6B,2.635,4,Sorcery
,Corrupt,B,Corrupt deals damage equal to the number of Swamps you control to target creature or player. You gain life equal to the damage dealt this way.,,U,SHM,5B,5,5,Sorcery
,Liturgy of Blood,B,Destroy target creature. Add %B%B%B to your mana pool.,,C,M14,3BB,2.770,5,Sorcery
,Diabolic Tutor,B,Search your library for a card and put that card into your hand. Then shuffle your library.,,U,M11,2BB,3.719,2,Sorcery
,Syphon Life,B,"Target player loses 2 life and you gain 2 life.
Retrace #(You may cast this card from your graveyard by discarding a land card in addition to paying its other costs.)#",,U,EVE,1BB,3.300,4,Sorcery
,Mind Rot,B,Target player discards two cards.,,C,10E,2B,5,7,Sorcery
,Warren Weirding,B,"Target player sacrifices a creature. If a Goblin is sacrificed this way, that player puts two 1/1 black Goblin Rogue creature tokens onto the battlefield, and those tokens gain haste until end of turn.",,C,MMA,1B,4.324,2,Tribal Sorcery - Goblin
,Shrivel,B,All creatures get -1/-1 until end of turn.,,C,M14,1B,5,7,Sorcery
,Raven's Crime,B,"Target player discards a card.
Retrace #(You may cast this card from your graveyard by discarding a land card in addition to paying its other costs.)#",,C,MMA,B,4.260,4,Sorcery
,Duress,B,"Target opponent reveals his or her hand. You choose a noncreature, nonland card from it. That player discards that card.",,C,M14,B,5,7,Sorcery
,Mark of the Vampire,B,"Enchant creature
Enchanted creature gets +2/+2 and has lifelink. #(Damage dealt by the creature also causes its controller to gain that much life.)#",,C,DDK,3B,3.300,3,Enchantment - Aura
,Quag Sickness,B,"Enchant creature
Enchanted creature gets -1/-1 for each Swamp you control.",,C,M11,2B,3.520,14,Enchantment - Aura
,Dark Favor,B,"Enchant creature
When Dark Favor enters the battlefield, you lose 1 life.
Enchanted creature gets +3/+1.",,C,M14,1B,2.946,7,Enchantment - Aura
,Artificer's Hex,B,"Enchant Equipment
At the beginning of your upkeep, if enchanted Equipment is attached to a creature, destroy that creature.",,U,M14,B,3.096,6,Enchantment - Aura
,Liliana's Reaver,B,"Deathtouch #(Any amount of damage this deals to a creature is enough to destroy it.)#
Whenever Lilianaﾒs Reaver deals combat damage to a player, that player discards a card and you put a 2/2 black Zombie creature token onto the battlefield tapped.",4/3,R,M14,2BB,5,2,Creature - Zombie
,Lifebane Zombie,B,"Intimidate #(This creature canﾒt be blocked except by artifact creatures and/or creatures that share a color with it.)#
When Lifebane Zombie enters the battlefield, target opponent reveals his or her hand. You choose a green or white creature card from it and exile that card.",3/1,R,M14,1BB,3.660,1,Creature - Zombie Warrior
,Volcanic Geyser,R,Volcanic Geyser deals X damage to target creature or player.,,U,6E,XRR,4.045,10,Instant
,Fiery Fall,R,"Fiery Fall deals 5 damage to target creature.
Basic landcycling %1%R #(%1%R, Discard this card: Search your library for a basic land card, reveal it, and put it into your hand. Then shuffle your library.)#",,C,MMA,5R,5,2,Instant
,Wild Ricochet,R,You may choose new targets for target instant or sorcery spell. Then copy that spell. You may choose new targets for the copy.,,R,M14,2RR,3.023,2,Instant
,Chandra's Outrage,R,Chandraﾒs Outrage deals 4 damage to target creature and 2 damage to that creatureﾒs controller.,,C,M12,2RR,3.519,7,Instant
,Torrent of Stone,R,"Torrent of Stone deals 4 damage to target creature.
Splice onto ArcaneﾗSacrifice two Mountains. #(As you cast an Arcane spell, you may reveal this card from your hand and pay its splice cost. If you do, add this cardﾒs effects to that spell.)#",,C,MMA,3R,2.292,2,Instant - Arcane
,Reverberate,R,Copy target instant or sorcery spell. You may choose new targets for the copy.,,R,M13,RR,3.553,5,Instant
,Thunder Strike,R,Target creature gets +2/+0 and gains first strike until end of turn. #(It deals combat damage before creatures without first strike.)#,,C,M11,1R,3.060,14,Instant
,Sudden Shock,R,"Split second #(As long as this spell is on the stack, players canﾒt cast spells or activate abilities that arenﾒt mana abilities.)#
Sudden Shock deals 2 damage to target creature or player.",,U,MMA,1R,4.100,4,Instant
,Fury Charm,R,Choose one ﾗ Destroy target artifact; or target creature gets +1/+1 and gains trample until end of turn; or remove two time counters from target permanent or suspended card.,,C,PLC,1R,3.706,3,Instant
,Smelt,R,Destroy target artifact.,,C,M14,R,4.255,9,Instant
,Shock,R,Shock deals 2 damage to target creature or player.,,C,BD,R,0.000,7,Instant
,Blaze,R,Blaze deals X damage to target creature or player.,,U,HOP,XR,3.158,2,Sorcery
,Lava Axe,R,Lava Axe deals 5 damage to target player.,,C,M11,4R,1.750,9,Sorcery
,Empty the Warrens,R,"Put two 1/1 red Goblin creature tokens onto the battlefield.
Storm #(When you cast this spell, copy it for each spell cast before it this turn.)#",,C,TSP,3R,4.523,2,Sorcery
,Demolish,R,Destroy target artifact or land.,,U,9E,3R,5,13,Sorcery
,Molten Birth,R,"Put two 1/1 red Elemental creature tokens onto the battlefield. Then flip a coin. If you win the flip, return Molten Birth to its ownerﾒs hand.",,U,M14,1RR,3.611,8,Sorcery
,Rift Bolt,R,"Rift Bolt deals 3 damage to target creature or player.
Suspend 1ﾗ%R #(Rather than cast this card from your hand, you may pay %R and exile it with a time counter on it. At the beginning of your upkeep, remove a time counter. When the last is removed, cast it without paying its mana cost.)#",,,FNM,2R,3.982,2,Sorcery
,Flames of the Firebrand,R,"Flames of the Firebrand deals 3 damage divided as you choose among one, two, or three target creatures and/or players.",,U,M14,2R,3.556,2,Sorcery
,Act of Treason,R,Gain control of target creature until end of turn. Untap that creature. It gains haste until end of turn.,,C,GTC,2R,5,17,Sorcery
,Wild Guess,R,"As an additional cost to cast Wild Guess, discard a card.
Draw two cards.",,C,M14,RR,3.094,6,Sorcery
,Seismic Stomp,R,Creatures without flying canﾒt block this turn.,,C,M14,1R,3.295,18,Sorcery
,Grapeshot,R,"Grapeshot deals 1 damage to target creature or player.
Storm #(When you cast this spell, copy it for each spell cast before it this turn. You may choose new targets for the copies.)#",,C,MMA,1R,4.431,6,Sorcery
,Shiv's Embrace,R,"Enchant creature
Enchanted creature gets +2/+2 and has flying.
%R: Enchanted creature gets +1/+0 until end of turn.",,U,US,2RR,3.617,4,Enchantment - Aura
,Pyromancer's Swath,R,"If an instant or sorcery source you control would deal damage to a creature or player, it deals that much damage plus 2 to that creature or player instead.
At the beginning of each end step, discard your hand.",,R,FUT,2R,3.656,4,Enchantment
